Source,Target,Weight
Capital Research Global Investors,FRC,536763302
"Geode Capital Management, LLC",FRC,499977882
Harding Loevner LLC,FRC,448152835
Blackrock Inc.,FSLR,1074544520
"Vanguard Group, Inc. (The)",FSLR,635051039
"Wellington Management Group, LLP",FSLR,250574918
Schroder Investment Management Group,FSLR,230720132
State Street Corporation,FSLR,218380154
Invesco Ltd.,FSLR,185345144
Norges Bank Investment Management,FSLR,197427859
Bnp Paribas Asset Management Holding S.a.,FSLR,151964646
"FMR, LLC",FSLR,120822695
Dimensional Fund Advisors LP,FSLR,103833730
"Vanguard Group, Inc. (The)",FE,2582046674
State Street Corporation,FE,1732628421
Blackrock Inc.,FE,1730949933
Blackstone Inc,FE,1106864280
"Icahn, Carl, C.",FE,728172191
"FMR, LLC",FE,708834572
Invesco Ltd.,FE,676989414
Price (T.Rowe) Associates Inc,FE,443863183
"Wellington Management Group, LLP",FE,444009257
"Geode Capital Management, LLC",FE,430864329
Blackrock Inc.,FIS,5015222798
"Vanguard Group, Inc. (The)",FIS,4603733310
Capital International Investors,FIS,3153702842
State Street Corporation,FIS,2416461076
"Wellington Management Group, LLP",FIS,2286839788
Morgan Stanley,FIS,1406121638
Massachusetts Financial Services Co.,FIS,1192831949
Bank of America Corporation,FIS,1091225196
"Geode Capital Management, LLC",FIS,962015872
"FMR, LLC",FIS,923754006
"Vanguard Group, Inc. (The)",FISV,4272973934
Price (T.Rowe) Associates Inc,FISV,4172722627
Blackrock Inc.,FISV,3593401144
Dodge & Cox Inc,FISV,3302351092
Kohlberg Kravis Roberts & Co. L.P.,FISV,2133466346
Harris Associates L.P.,FISV,2061424490
State Street Corporation,FISV,2052868690
"Parnassus Investments, LLC",FISV,1372419813
"ValueAct Holdings, L.P.",FISV,1303212630
Massachusetts Financial Services Co.,FISV,1239144888
"Vanguard Group, Inc. (The)",FLT,1754042613
"Wellington Management Group, LLP",FLT,1327379379
Blackrock Inc.,FLT,1246293098
Price (T.Rowe) Associates Inc,FLT,1161682011
Orbis Allan Gray Ltd,FLT,761448305
JP Morgan Chase & Company,FLT,642842260
State Street Corporation,FLT,611457079
Capital World Investors,FLT,509711101
Boston Partners,FLT,468492352
"Sustainable Growth Advisors, LP",FLT,467637414
"Vanguard Group, Inc. (The)",FMC,1514603381
Blackrock Inc.,FMC,1214756225
"Wellington Management Group, LLP",FMC,990487556
State Street Corporation,FMC,628068228
"Ameriprise Financial, Inc.",FMC,525314658
Boston Partners,FMC,346479974
King Luther Capital Management,FMC,323142270
Price (T.Rowe) Associates Inc,FMC,288811108
"Geode Capital Management, LLC",FMC,263234006
Norges Bank Investment Management,FMC,265157756
"Vanguard Group, Inc. (The)",F,3649104471
Blackrock Inc.,F,2984032011
State Street Corporation,F,1879204704
Newport Trust Co,F,1649722991
"Geode Capital Management, LLC",F,772029489
Bank of America Corporation,F,743017675
Morgan Stanley,F,566477967
Northern Trust Corporation,F,438225430
Norges Bank Investment Management,F,780128739
Bank Of New York Mellon Corporation,F,334392758
"Vanguard Group, Inc. (The)",FTNT,3812094077
Price (T.Rowe) Associates Inc,FTNT,2998500327
Blackrock Inc.,FTNT,2991383072
State Street Corporation,FTNT,1463840532
Bank Of New York Mellon Corporation,FTNT,1201455252
"AllianceBernstein, L.P.",FTNT,1116747580
"Geode Capital Management, LLC",FTNT,853993568
"Ameriprise Financial, Inc.",FTNT,749731056
Altshuler Shaham Ltd,FTNT,556901946
"FMR, LLC",FTNT,419606728
Price (T.Rowe) Associates Inc,FTV,2214661553
"Vanguard Group, Inc. (The)",FTV,2135543602
Blackrock Inc.,FTV,1572643008
"Wellington Management Group, LLP",FTV,1051708547
Royal Bank of Canada,FTV,948873139
State Street Corporation,FTV,732511433
Flossbach von Storch AG,FTV,712106480
"Viking Global Investors, L.P.",FTV,641627118
"FMR, LLC",FTV,639495422
"Geode Capital Management, LLC",FTV,376687486
Dodge & Cox Inc,FOXA,1494582775
Blackrock Inc.,FOXA,1296228160
"Vanguard Group, Inc. (The)",FOXA,1081056148
"Independent Franchise Partners, LLP",FOXA,641447794
State Street Corporation,FOXA,444495805
Ninety One UK Ltd,FOXA,365857595
Lsv Asset Management,FOXA,294476674
"Geode Capital Management, LLC",FOXA,220840372
Citadel Advisors Llc,FOXA,201854169
Bank of America Corporation,FOXA,172858713
"Vanguard Group, Inc. (The)",FOX,540871422
Dodge & Cox Inc,FOX,376430363
Blackrock Inc.,FOX,331659929
Yacktman Asset Management Lp,FOX,256479963
State Street Corporation,FOX,217883001
Nomura Holdings Inc.,FOX,215026871
"American Century Companies, Inc.",FOX,172838259
Wisconsin (State Of) Investment Board,FOX,127631502
Price (T.Rowe) Associates Inc,FOX,108815691
Norges Bank Investment Management,FOX,106324559
"Vanguard Group, Inc. (The)",BEN,798641788
State Street Corporation,BEN,758160733
Blackrock Inc.,BEN,693449236
Capital Research Global Investors,BEN,204371846
Clarkston Capital Partners LLC,BEN,159650073
"ProShares Advisors, LLC",BEN,149173463
Invesco Ltd.,BEN,140306503
"Geode Capital Management, LLC",BEN,138251400
"Charles Schwab Investment Management, Inc.",BEN,119718411
Bank Of New York Mellon Corporation,BEN,86426976
"FMR, LLC",FCX,3511743563
"Vanguard Group, Inc. (The)",FCX,3431097589
Blackrock Inc.,FCX,3129243851
Capital Research Global Investors,FCX,2006572470
State Street Corporation,FCX,1909914343
"Fisher Asset Management, LLC",FCX,1523507222
JP Morgan Chase & Company,FCX,1079938613
"Geode Capital Management, LLC",FCX,740419852
Bank of America Corporation,FCX,573905405
Northern Trust Corporation,FCX,518516723
"Vanguard Group, Inc. (The)",GRMN,1736653539
Blackrock Inc.,GRMN,1397722283
Artisan Partners Limited Partnership,GRMN,631761648
State Street Corporation,GRMN,633038603
"Geode Capital Management, LLC",GRMN,300140388
Pictet Asset Management SA,GRMN,226225046
JP Morgan Chase & Company,GRMN,213484182
Janus Henderson Group PLC,GRMN,196537629
Boston Partners,GRMN,173186650
Northern Trust Corporation,GRMN,157176125
"Vanguard Group, Inc. (The)",IT,2202987384
Blackrock Inc.,IT,1433539462
BAMCO Inc.,IT,1252121498
State Street Corporation,IT,753541796
"Polen Capital Management, LLC",IT,724348804
"FMR, LLC",IT,581546738
Generation Investment Management LLP,IT,543864787
"Wellington Management Group, LLP",IT,451490080
Atlanta Capital Management Company LLC,IT,419428017
"Geode Capital Management, LLC",IT,376375989
"Vanguard Group, Inc. (The)",GNRC,1446487497
Blackrock Inc.,GNRC,966936611
Price (T.Rowe) Associates Inc,GNRC,714666193
State Street Corporation,GNRC,519013367
Artisan Partners Limited Partnership,GNRC,356345371
"FMR, LLC",GNRC,339514975
Bank of America Corporation,GNRC,313511293
"Champlain Investment Partners, LLC",GNRC,272353643
JP Morgan Chase & Company,GNRC,269083756
"Geode Capital Management, LLC",GNRC,257625256
"Longview Asset Management, LLC",GD,6646904010
"Vanguard Group, Inc. (The)",GD,4635902580
Newport Trust Co,GD,3722131008
Blackrock Inc.,GD,3622745066
"Wellington Management Group, LLP",GD,3375091755
Capital Research Global Investors,GD,2282259903
State Street Corporation,GD,2238008355
Bank of America Corporation,GD,2084098226
JP Morgan Chase & Company,GD,1570033365
Wells Fargo & Company,GD,1385850262
Capital Research Global Investors,GE,5516557263
"Vanguard Group, Inc. (The)",GE,5442705411
Price (T.Rowe) Associates Inc,GE,5321949780
Blackrock Inc.,GE,4368502673
"FMR, LLC",GE,4263566236
State Street Corporation,GE,2650185117
Dodge & Cox Inc,GE,1844308515
"Geode Capital Management, LLC",GE,1164133302
"Hotchkis & Wiley Capital Management, LLC",GE,1025828246
Eagle Capital Management LLC,GE,834648310
Blackrock Inc.,GIS,3882438572
"Vanguard Group, Inc. (The)",GIS,3867919804
Capital International Investors,GIS,2894095934
State Street Corporation,GIS,2648378372
Capital Research Global Investors,GIS,2036180542
"Geode Capital Management, LLC",GIS,814047328
"Charles Schwab Investment Management, Inc.",GIS,806599432
Capital World Investors,GIS,760838101
Northern Trust Corporation,GIS,578165578
Morgan Stanley,GIS,530469785
Blackrock Inc.,GM,4155138282
"Vanguard Group, Inc. (The)",GM,3416094642
Capital Research Global Investors,GM,2740060715
State Street Corporation,GM,1817315489
"Berkshire Hathaway, Inc",GM,1679384921
Capital World Investors,GM,1676942419
Harris Associates L.P.,GM,1385225294
Capital International Investors,GM,1082698082
Invesco Ltd.,GM,1043700010
"Geode Capital Management, LLC",GM,797706741
"Vanguard Group, Inc. (The)",GPC,2327739001
Blackrock Inc.,GPC,1658871627
State Street Corporation,GPC,1072128029
"Charles Schwab Investment Management, Inc.",GPC,662745384
Wells Fargo & Company,GPC,376929182
"Geode Capital Management, LLC",GPC,370779661
Truist Financial Corp,GPC,277299334
Morgan Stanley,GPC,241947615
"Cullen Capital Management, LLC",GPC,227269203
Bank of America Corporation,GPC,220387517
Blackrock Inc.,GILD,7846013735
"Vanguard Group, Inc. (The)",GILD,6823581519
State Street Corporation,GILD,3581700114
Capital Research Global Investors,GILD,3459875323
Capital World Investors,GILD,3267243717
Dodge & Cox Inc,GILD,2284907214
"Geode Capital Management, LLC",GILD,1432296860
Morgan Stanley,GILD,1101863753
"Arrowstreet Capital, Limited Partnership",GILD,968450514
Northern Trust Corporation,GILD,946506975
"Vanguard Group, Inc. (The)",GL,1033791382
"Wellington Management Group, LLP",GL,785658884
"Berkshire Hathaway, Inc",GL,619297770
Blackrock Inc.,GL,601398574
State Street Corporation,GL,400458614
Boston Partners,GL,242842508
"FMR, LLC",GL,205687042
"Cooke & Bieler, Inc",GL,179745011
"Geode Capital Management, LLC",GL,172602312
Regions Financial Corporation,GL,157930153
"Vanguard Group, Inc. (The)",GPN,2571080533
Blackrock Inc.,GPN,2251895307
"Wellington Management Group, LLP",GPN,1827068133
Price (T.Rowe) Associates Inc,GPN,1787504265
State Street Corporation,GPN,1194246832
Synovus Financial Corporation,GPN,907554583
Orbis Allan Gray Ltd,GPN,626864665
"Geode Capital Management, LLC",GPN,616448130
"Franklin Resources, Inc.",GPN,607189885
"FMR, LLC",GPN,553506472
"Vanguard Group, Inc. (The)",GS,9050785717
Blackrock Inc.,GS,6901756911
State Street Corporation,GS,6119671470
Price (T.Rowe) Associates Inc,GS,2777681140
Massachusetts Financial Services Co.,GS,2734878776
Dodge & Cox Inc,GS,2289526394
"Geode Capital Management, LLC",GS,1774017294
Bank of America Corporation,GS,1416701343
Bank Of New York Mellon Corporation,GS,1399704670
Morgan Stanley,GS,1156816268
"Vanguard Group, Inc. (The)",HAL,3128048546
Blackrock Inc.,HAL,2602376766
Capital World Investors,HAL,1987057752
State Street Corporation,HAL,1823340426
"FMR, LLC",HAL,1669795971
Norges Bank Investment Management,HAL,487897099
"Sanders Capital, LLC",HAL,650524940
Capital Research Global Investors,HAL,564788833
"Geode Capital Management, LLC",HAL,555950864
Pzena Investment Management Llc,HAL,523050084
"Vanguard Group, Inc. (The)",HIG,2619549133
Blackrock Inc.,HIG,1613001101
JP Morgan Chase & Company,HIG,1291827608
State Street Corporation,HIG,1209594530
Price (T.Rowe) Associates Inc,HIG,1161479401
"FMR, LLC",HIG,871437960
Invesco Ltd.,HIG,492864888
"Geode Capital Management, LLC",HIG,418769142
"Charles Schwab Investment Management, Inc.",HIG,384450060
"Hotchkis & Wiley Capital Management, LLC",HIG,368392426
"Vanguard Group, Inc. (The)",HAS,1198204899
Blackrock Inc.,HAS,1127587739
Capital Research Global Investors,HAS,588670937
State Street Corporation,HAS,425274894
Janus Henderson Group PLC,HAS,307945112
Boston Partners,HAS,261785507
"Alta Fox Capital Management, LLC",HAS,257277850
Bank Of New York Mellon Corporation,HAS,248372908
"Geode Capital Management, LLC",HAS,215906997
"Charles Schwab Investment Management, Inc.",HAS,210465743
"Vanguard Group, Inc. (The)",HCA,3128815539
Blackrock Inc.,HCA,2576563488
"Wellington Management Group, LLP",HCA,2340921857
"Sanders Capital, LLC",HCA,1868909549
State Street Corporation,HCA,1603200471
Harris Associates L.P.,HCA,1301713603
Price (T.Rowe) Associates Inc,HCA,832102369
"FMR, LLC",HCA,802180462
"First Eagle Investment Management, LLC",HCA,751060308
JP Morgan Chase & Company,HCA,744309337
"Vanguard Group, Inc. (The)",PEAK,2269913330
Cohen & Steers Inc.,PEAK,1487964687
Blackrock Inc.,PEAK,1460116023
State Street Corporation,PEAK,1005733830
Invesco Ltd.,PEAK,430098097
Norges Bank Investment Management,PEAK,464975511
"Geode Capital Management, LLC",PEAK,306153207
PGGM Investments,PEAK,401113196
Resolution Capital Ltd,PEAK,279096871
Northern Trust Corporation,PEAK,238507561
"Vanguard Group, Inc. (The)",HSIC,1199752392
Generation Investment Management LLP,HSIC,993768496
Blackrock Inc.,HSIC,856317870
Longview Partners (Guernsey) LTD,HSIC,588562878
State Street Corporation,HSIC,535933358
Invesco Ltd.,HSIC,409059423
Pendal Group Ltd,HSIC,290333641
"American Century Companies, Inc.",HSIC,294296825
JP Morgan Chase & Company,HSIC,253372764
"Geode Capital Management, LLC",HSIC,240826695
"Vanguard Group, Inc. (The)",HSY,3073182348
Blackrock Inc.,HSY,3014988669
State Street Corporation,HSY,1545180146
"Renaissance Technologies, LLC",HSY,789931323
"Geode Capital Management, LLC",HSY,654570079
Bank of America Corporation,HSY,517897220
"Ameriprise Financial, Inc.",HSY,494599910
Invesco Ltd.,HSY,427130683
JP Morgan Chase & Company,HSY,412266785
Northern Trust Corporation,HSY,389674769
"FMR, LLC",HES,4945968657
"Vanguard Group, Inc. (The)",HES,3351023100
Blackrock Inc.,HES,2910683808
State Street Corporation,HES,1972965644
Primecap Management Company,HES,987555729
"Barrow, Hanley Mewhinney & Strauss, LLC",HES,833799604
Massachusetts Financial Services Co.,HES,745973437
Bank of America Corporation,HES,591997487
"Geode Capital Management, LLC",HES,571849500
Capital World Investors,HES,565438964
"Vanguard Group, Inc. (The)",HPE,2067473820
Blackrock Inc.,HPE,1660586861
Dodge & Cox Inc,HPE,1373072323
State Street Corporation,HPE,939746503
Primecap Management Company,HPE,715027373
Bank of America Corporation,HPE,654692848
Pzena Investment Management Llc,HPE,425320148
Amundi,HPE,372849228
"Geode Capital Management, LLC",HPE,347429980
Bank Of New York Mellon Corporation,HPE,333954651
"Vanguard Group, Inc. (The)",HLT,2885970929
Blackrock Inc.,HLT,2283292154
Capital Research Global Investors,HLT,1543561792
Price (T.Rowe) Associates Inc,HLT,1327027965
Capital International Investors,HLT,1173432999
State Street Corporation,HLT,1129869320
"FMR, LLC",HLT,1120444728
"Pershing Square Capital Management, L.P.",HLT,1104214606
"Principal Financial Group, Inc.",HLT,1016253454
JP Morgan Chase & Company,HLT,779624990
Price (T.Rowe) Associates Inc,HOLX,2403659273
"Vanguard Group, Inc. (The)",HOLX,1962783830
Blackrock Inc.,HOLX,1597477959
State Street Corporation,HOLX,795349724
Macquarie Group Limited,HOLX,435484872
"FMR, LLC",HOLX,379727340
"Geode Capital Management, LLC",HOLX,359005046
"Wellington Management Group, LLP",HOLX,336291624
"Parnassus Investments, LLC",HOLX,260078256
Victory Capital Management Inc.,HOLX,249068843
"Vanguard Group, Inc. (The)",HD,25624704908
Blackrock Inc.,HD,19668364942
State Street Corporation,HD,12591269441
Capital World Investors,HD,11077917519
"Geode Capital Management, LLC",HD,5333113228
Morgan Stanley,HD,4537000669
Bank of America Corporation,HD,4210235940
"Wellington Management Group, LLP",HD,3800624117
"FMR, LLC",HD,3650447030
Northern Trust Corporation,HD,3590221178
"Vanguard Group, Inc. (The)",HON,10468681802
Blackrock Inc.,HON,7138056020
State Street Corporation,HON,5677389978
Bank of America Corporation,HON,3681116080
Massachusetts Financial Services Co.,HON,3491358317
Newport Trust Co,HON,2910501809
"Wellington Management Group, LLP",HON,2895803393
Morgan Stanley,HON,2621904557
"Geode Capital Management, LLC",HON,2076941030
Capital International Investors,HON,1929425528
"Vanguard Group, Inc. (The)",HRL,1624628157
Blackrock Inc.,HRL,1383948331
State Street Corporation,HRL,1278767075
Capital International Investors,HRL,570906092
"Geode Capital Management, LLC",HRL,281202415
"Principal Financial Group, Inc.",HRL,281230831
Mairs & Power Inc,HRL,225905684
Invesco Ltd.,HRL,212918341
Northern Trust Corporation,HRL,149770411
"ProShares Advisors, LLC",HRL,150184480
"Vanguard Group, Inc. (The)",HST,1813436311
Blackrock Inc.,HST,1118887418
Cohen & Steers Inc.,HST,821830399
State Street Corporation,HST,749229364
Price (T.Rowe) Associates Inc,HST,531590572
JP Morgan Chase & Company,HST,384171634
Norges Bank Investment Management,HST,422242225
"Wellington Management Group, LLP",HST,373386115
"FMR, LLC",HST,285758811
"Geode Capital Management, LLC",HST,254879528
"Vanguard Group, Inc. (The)",HWM,1303515572
Blackrock Inc.,HWM,1292355256
Elliott Investment Management L.P.,HWM,1291494250
Boston Partners,HWM,646280800
Massachusetts Financial Services Co.,HWM,594036657
Orbis Allan Gray Ltd,HWM,528139787
State Street Corporation,HWM,526946196
Farallon Capital Management Llc,HWM,435184751
Janus Henderson Group PLC,HWM,330340736
Harris Associates L.P.,HWM,294671183
"Berkshire Hathaway, Inc",HPQ,3424724427
"Vanguard Group, Inc. (The)",HPQ,3253073596
Blackrock Inc.,HPQ,3224881190
Dodge & Cox Inc,HPQ,1934545823
State Street Corporation,HPQ,1726063286
Primecap Management Company,HPQ,782725101
"Geode Capital Management, LLC",HPQ,703032692
New England Asset Management Inc,HPQ,540360566
Lsv Asset Management,HPQ,459750448
Dimensional Fund Advisors LP,HPQ,435954987
Blackrock Inc.,HUM,5929431656
"Vanguard Group, Inc. (The)",HUM,5164541150
"Wellington Management Group, LLP",HUM,4398226776
Price (T.Rowe) Associates Inc,HUM,3544437139
"FMR, LLC",HUM,3161172998
State Street Corporation,HUM,2602307715
Capital Research Global Investors,HUM,1820857829
Capital International Investors,HUM,1572659499
"Geode Capital Management, LLC",HUM,982329147
JP Morgan Chase & Company,HUM,850641397
"Vanguard Group, Inc. (The)",HBAN,1996088276
Blackrock Inc.,HBAN,1653962246
State Street Corporation,HBAN,892253250
Price (T.Rowe) Associates Inc,HBAN,833238509
"FMR, LLC",HBAN,522586111
"Charles Schwab Investment Management, Inc.",HBAN,494573714
Boston Partners,HBAN,453864375
